C,accuracy,f1_macro,f1_micro
0.01,0.7208333333333333,0.7140698217924552,0.7208333333333333
0.1,0.7233333333333334,0.7189564789176361,0.7233333333333334
1.0,0.7166666666666667,0.7127759963069735,0.7166666666666667
10.0,0.7058333333333333,0.7015765018394021,0.7058333333333333
100.0,0.7066666666666667,0.7028452893345962,0.7066666666666667
